Tag;English_Source
FinalCredits_Content1;Return to Main Menu
ParadoxIntro_SubTitle;A Brighter Future
ParadoxIntro_Content;While the discovery of my family's experiments and journals would cement my scientific ambitions for years to come, I had never actually met them. I was too young to remember the disappearance of my brilliant progenitor. To lose a parent and then another to the subsequent dementia that followed was more folly than one child should ever have to bear. I was shielded from this reality, rushed away to Vienna, where I was consumed by my studies until my twenty-first year. It was only at my partner's insistence that I decided to settle my inheritance.<br /><br />I remember being stunned as I arrived by train on a mid-summer's evening. I do not know what I expected from the anecdotes my nanny had relayed to me, but it was not the bustling cityscape that greeted me. As the sun dipped into the forest, the glimmer of modern steel light fixtures amplified the urban luminescence. My delighted spouse and I enjoyed a quiet ride in our steamer car, which offered us a chance to observe the idyllic community and decidedly pleasant folk enjoying the convenience of electricity and steam turbine technology.<br /><br />The estate appeared untouched by years of vacancy - recently pruned brambles and ivy adorned the iron gate and the expansive grounds were immaculate. A caretaker of great age and a small housekeeping staff greeted us. Although updating the grounds to the more modern standard of the nearby town would prove a daunting task, the servants' warm reception allayed our remaining anxieties. Upon discovery of my family's laboratory, what had been planned as a mere visit received an indefinite extension.<br /><br />When I spoke of my family's history of experimentation, I was rarely met with indifference but more often firm words of encouragement. It appeared that this region, so rife with abnormal progress, viewed my theories as rudimentary but delightfully avant-garde. Even when I expounded upon dark rituals and the grotesque, they encouraged further exploration and referred me to the newly constructed University.<br /><br />This caused me severe consternation. Was this not what I wanted — a clear path towards scientific enlightenment and support of my family's landmark ideas? Why did their lack of friction vex me so? Did they view my illustrious work as trivial?<br /><br />It was this grim realization that strengthened my will. If these craven modernists wanted more, then so be it! I would push the limits of science further than ever before and damn the consequences!
Paradoxical_Title;Unexplainable Phenomenon
Paradoxical_Content;There is no taming the wiles of time. History abhors a paradox. Though I did not fully understand the significance, fascinating oddities began to appear when loopholes were left untied.
TimeTravelEvent_Title;Advanced Work is Important!
TimeTravelEvent_Content;While the journal was an astonishing discovery in itself, I did not realize that the true revelation would arrive several weeks later while I sampled brandy upon my veranda. A swirl of stormclouds suddenly converged overhead, and with a spear of electricity a fantastic metal contraption appeared. The {{0=|two|three|four|five}} travelers emerged, wrinkles lining their features and gray, wispy hair held back by jeweler's goggles strapped to their heads.<br /><br />Our meeting was brief, but over a brunch of polenta and egg-plant stuffed with forcemeat, they relinquished control of several new schematics which they claimed had been retrieved from the future and would revolutionize the modern world. As one may have surmised from this encounter, the intrepid traveler was none other than my long-lost parent, here to entrust one final piece of my legacy.<br /><br />With these experiments, they implored, I could work towards a true Utopia - a world of technological perfection.
TimeTravelEventb_Title;The Future of Convenience
TimeTravelEventb_Content;These schematics weren't exactly what I had envisioned as a chilling and ethically dubious leap into the future of science, but they were certainly handy around the house.<br /><br />If one could procure the additional materials required to create them, I was convinced that these devious advanced devices would allow me to achieve the proper recognition I deserved.
FigureontheTrackIn_Title;Nostalgic Guests
FigureontheTrackIn_0_Content;I wasn't quite sure why the mantle in my study was adorned with a small metal {{0=Sickle or Shield}}. As with much of the decor, I allowed my spouse free reign over matters of interior decoration, and thought nothing of it until a dinner guest became enamored with its presence.<br /><br />He doffed his top hat and brass monocle to put the object to closer inspection. "I thought they had all been destroyed after the war so many years ago. Curious that you would proudly display such a vulgar symbol of aggression!"<br /><br />Little did I realize the rumors I would soon endure from this singular supper event.
FigureontheTrackInb_Title;A Legacy of Intrigue
FigureontheTrackInb_Content;<b>All players may again view the Storybook.</b><br /><br />The {{0=Sickle or Shield}} I so obliviously kept upon my mantle became a topic of conversation around town, becoming a central source of intrigue for my secret work. They began to ask me questions, even as I became more bold and curt with my responses.<br /><br />However, I soon discovered that their sneers weren't sneers of derision, merely appropriate disgust at the necessary but sometimes graphic lengths to which my experimentation perched upon the bleeding edge of innovation. To my surprise, as I began to hold a grotesque exhibition of some of my family's preserved works, the academic response was one of motivation.<br /><br />Although I could not withhold my vocal disdain for extrinsic motivations - wretched carrots dangled tenuously in front of weaker minds - I also recognized that if I could cause them to react in a fervor, I could expect rapturous applause instead of pitchforks. However, it would take significant effort to do so.
NobodyFigures_Title;Accolades for Exploration
NobodyFigures_Content;I soon discovered that the sneers I sometimes received when I offered hints of my secret work weren't sneers of derision, merely appropriate disgust at the necessary, but sometimes graphic lengths to which my experimentation perched upon the bleeding edge of innovation. To my surprise, as I began to hold a grotesque exhibition of some of my family's preserved works, the academic response was one of motivation.<br /><br />While the masses could never fully appreciate the breadth of study required in order to create such exquisite revelations, I could see no reason to invite their animosity. When the townsfolk began to offer assistance as my work teetered on the brink of ethicality, I vowed to press onward further than ever before and embrace the fervor that would surround it.
Late2ResA_Title;Gift of Silence
Late2ResA_Content;For a reason which was never fully explained to me - I assumed it was my family's influence on events long past - the villagers were even more jovial and accepting of me continuing the important work left to gather dust for so many years. They even opened their coffers to me.<br /><br />It would have been uncouth of me not to accept their generosity despite, and I assure you of this fact, my considerable wealth.
ParadoxFirst_Title;New Science
ParadoxFirst_Content;When I discovered the journal, the masterwork plans, and the clandestine fragments of experiments in the laboratory, I laughed. Surely, my great-grandfather had grandiose ambitions at the time, but modern advancements made many of the blueprints obsolete and frankly, a bit cute.<br /><br />I decided to improve upon them, and I knew just the thing that would dazzle them all!
CostStick1_Title;Rediscovered Artist
CostStick1_Content;An art critic arrived at my estate, and immediately took an enthusiastic interest in the misshapen wooden figure.<br /><br />He explained his theory on the authenticity of the artistic piece: "His more well-known work in marble defined most of his career, however we believe that Ferenczy explored an abstract modernist period well before his contemporaries, with wooden figures."<br /><br />The collector offered me <b>$2</b> for the misshapen wooden figure, a sum that I gladly accepted in order to be rid of the hideous thing.
